Nom latin,Classe,Ordre,Famille,Nom du gène,Nom de l'espèce,Synonymes,Forme,Type,Vitesse de croissance,Hauteur à maturité (m),Infradensité (tMS/m3),Potentiel allergisant
Rubus defectionis,Magnoliopsida,Rosales,Rosaceae,Rubus,defectionis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus densissimus,Magnoliopsida,Rosales,Rosaceae,Rubus,densissimus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus depavitus,Magnoliopsida,Rosales,Rosaceae,Rubus,depavitus,Rubus kentuckiensis. Rubus profusiflorus. Rubus indianensis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus discolor,Magnoliopsida,Rosales,Rosaceae,Rubus,discolor,Rubus procerus. Rubus armeniacus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus dissimilis,Magnoliopsida,Rosales,Rosaceae,Rubus,dissimilis,Rubus perpauper. Rubus apparatus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus elegantulus,Magnoliopsida,Rosales,Rosaceae,Rubus,elegantulus,Rubus amicalis. Rubus amabilis. Rubus adirondackensis. Rubus canadensis var. elegantulus. Rubus proprius,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus ellipticus,Magnoliopsida,Rosales,Rosaceae,Rubus,ellipticus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus exeter,Magnoliopsida,Rosales,Rosaceae,Rubus,exeter,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus exsularis,Magnoliopsida,Rosales,Rosaceae,Rubus,exsularis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus fecundus,Magnoliopsida,Rosales,Rosaceae,Rubus,fecundus,Rubus vixalacer. Rubus celer,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus felix,Magnoliopsida,Rosales,Rosaceae,Rubus,felix,Rubus dives,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus flagellaris,Magnoliopsida,Rosales,Rosaceae,Rubus,flagellaris,Rubus enslenii. Rubus sailori. Rubus dissitiflorus. Rubus urbanianus. Rubus jaysmithii var. angustior. Rubus serenus. Rubus bonus. Rubus camurus. Rubus alacer. Rubus longipes. Rubus occultus. Rubus subuniflorus. Rubus arundelanus. Rubus exemptus. Rubus connixus. Rubus ashei. Rubus arundelanus var. jeckylanus. Rubus tetricus. Rubus neonefrens. Rubus frustratus. Rubus cordialis. Rubus ascendens. Rubus clausenii. Rubus tracyi. Rubus maltei. Rubus geophilus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus flavianus,Magnoliopsida,Rosales,Rosaceae,Rubus,flavianus,Rubus angustifoliatus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus fraternalis,Magnoliopsida,Rosales,Rosaceae,Rubus,fraternalis,Rubus alius. Rubus fraternus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus frondosus,Magnoliopsida,Rosales,Rosaceae,Rubus,frondosus,Rubus difformis. Rubus pratensis. Rubus pauxillus. Rubus eriensis. Rubus pensilvanicus var. frondosus. Rubus cardianus. Rubus sativus. Rubus nescius. Rubus wahlii. Rubus brainerdii. Rubus heterogeneous. Rubus uniquus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus fryei,Magnoliopsida,Rosales,Rosaceae,Rubus,fryei,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus furtivus,Magnoliopsida,Rosales,Rosaceae,Rubus,furtivus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus geniculatus,Magnoliopsida,Rosales,Rosaceae,Rubus,geniculatus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus glandicaulis,Magnoliopsida,Rosales,Rosaceae,Rubus,glandicaulis,Rubus bracteoliferus. Rubus atwoodii. Rubus montpelierensis. Rubus grandidens. Rubus blakei. Rubus acadiensis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus glaucifolius,Magnoliopsida,Rosales,Rosaceae,Rubus,glaucifolius,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus gnarus,Magnoliopsida,Rosales,Rosaceae,Rubus,gnarus,Rubus acer var. subacer. Rubus litoreus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus grabowskii,Magnoliopsida,Rosales,Rosaceae,Rubus,grabowskii,Rubus thyrsoides,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus grimesii,Magnoliopsida,Rosales,Rosaceae,Rubus,grimesii,Rubus cathartium,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus griseus,Magnoliopsida,Rosales,Rosaceae,Rubus,griseus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus gulosus,Magnoliopsida,Rosales,Rosaceae,Rubus,gulosus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hancinianus,Magnoliopsida,Rosales,Rosaceae,Rubus,hancinianus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hanesii,Magnoliopsida,Rosales,Rosaceae,Rubus,hanesii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus harmonicus,Magnoliopsida,Rosales,Rosaceae,Rubus,harmonicus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hawaiensis,Magnoliopsida,Rosales,Rosaceae,Rubus,hawaiensis,Rubus hawaiensis var. inermis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus heterophyllus,Magnoliopsida,Rosales,Rosaceae,Rubus,heterophyllus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hispidoides,Magnoliopsida,Rosales,Rosaceae,Rubus,hispidoides,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hispidus,Magnoliopsida,Rosales,Rosaceae,Rubus,hispidus,Rubus hispidus var. cupulifer. Rubus sempervirens. Rubus hispidus var. obovalis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus huttonii,Magnoliopsida,Rosales,Rosaceae,Rubus,huttonii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus hypolasius,Magnoliopsida,Rosales,Rosaceae,Rubus,hypolasius,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus ictus,Magnoliopsida,Rosales,Rosaceae,Rubus,ictus,Rubus agilis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus idaeus,Magnoliopsida,Rosales,Rosaceae,Rubus,fruticosus x idaeus,,Arbuste ou buisson,Feuillus,Rapide,2,0.598,0
Rubus idaeus,Magnoliopsida,Rosales,Rosaceae,Rubus,idaeus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus immanis,Magnoliopsida,Rosales,Rosaceae,Rubus,immanis,Rubus floriger. Rubus montensis var. superior. Rubus beadlei. Rubus jugosus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus impar,Magnoliopsida,Rosales,Rosaceae,Rubus,impar,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus inclinis,Magnoliopsida,Rosales,Rosaceae,Rubus,inclinis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus inferior,Magnoliopsida,Rosales,Rosaceae,Rubus,inferior,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus iniens,Magnoliopsida,Rosales,Rosaceae,Rubus,iniens,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus insons,Magnoliopsida,Rosales,Rosaceae,Rubus,insons,Rubus janssonii. Rubus honorus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus insulanus,Magnoliopsida,Rosales,Rosaceae,Rubus,insulanus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus invisus,Magnoliopsida,Rosales,Rosaceae,Rubus,invisus,Rubus redundans. Rubus macdanielsii. Rubus masseyi. Rubus fuscus. Rubus jactus. Rubus terraltanus. Rubus sanfordii,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus ithacanus,Magnoliopsida,Rosales,Rosaceae,Rubus,ithacanus,Rubus folioflorus. Rubus satis. Rubus densipubens. Rubus fandus. Rubus pohlii,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus jacens,Magnoliopsida,Rosales,Rosaceae,Rubus,jacens,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus junceus,Magnoliopsida,Rosales,Rosaceae,Rubus,junceus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus kelloggii,Magnoliopsida,Rosales,Rosaceae,Rubus,kelloggii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus kennedyanus,Magnoliopsida,Rosales,Rosaceae,Rubus,kennedyanus,Rubus lepagei. Rubus darlingtonii. Rubus ulterior. Rubus acridens,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus largus,Magnoliopsida,Rosales,Rosaceae,Rubus,largus,Rubus valentulus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus latens,Magnoliopsida,Rosales,Rosaceae,Rubus,latens,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus laudatus,Magnoliopsida,Rosales,Rosaceae,Rubus,laudatus,Rubus subtentus. Rubus interioris. Rubus ablatus. Rubus senilis. Rubus par. Rubus subtractus. Rubus schneckii. Rubus pulchriflorus. Rubus cupressorum. Rubus praepes. Rubus condensiflorus. Rubus gattingeri. Rubus congruus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus lawrencei,Magnoliopsida,Rosales,Rosaceae,Rubus,lawrencei,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus leucodermis,Magnoliopsida,Rosales,Rosaceae,Rubus,leucodermis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus leviculus,Magnoliopsida,Rosales,Rosaceae,Rubus,leviculus,Rubus census,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus linkianus,Magnoliopsida,Rosales,Rosaceae,Rubus,linkianus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus longii,Magnoliopsida,Rosales,Rosaceae,Rubus,longii,Rubus cacaponensis. Rubus akermanii. Rubus acer. Rubus subinnoxius,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus lucidus,Magnoliopsida,Rosales,Rosaceae,Rubus,lucidus,Rubus nessianus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus macraei,Magnoliopsida,Rosales,Rosaceae,Rubus,macraei,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus macrophyllus,Magnoliopsida,Rosales,Rosaceae,Rubus,macrophyllus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus macvaughii,Magnoliopsida,Rosales,Rosaceae,Rubus,macvaughii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus maniseesensis,Magnoliopsida,Rosales,Rosaceae,Rubus,maniseesensis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus meracus,Magnoliopsida,Rosales,Rosaceae,Rubus,meracus,Rubus tantulus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus michiganensis,Magnoliopsida,Rosales,Rosaceae,Rubus,michiganensis,Rubus cordifrons. Rubus florenceae. Rubus inobvius. Rubus complex,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus mirus,Magnoliopsida,Rosales,Rosaceae,Rubus,mirus,Rubus magniflorus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus missouricus,Magnoliopsida,Rosales,Rosaceae,Rubus,missouricus,Rubus offectus. Rubus jejunus. Rubus mediocris. Rubus clandestinus. Rubus subsolanus. Rubus schneideri,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus mollior,Magnoliopsida,Rosales,Rosaceae,Rubus,mollior,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus moluccanus,Magnoliopsida,Rosales,Rosaceae,Rubus,moluccanus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus montensis,Magnoliopsida,Rosales,Rosaceae,Rubus,montensis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus multifer,Magnoliopsida,Rosales,Rosaceae,Rubus,multifer,Rubus polybotrys. Rubus jaysmithii,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus multiformis,Magnoliopsida,Rosales,Rosaceae,Rubus,multiformis,Rubus peracer,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus multispinus,Magnoliopsida,Rosales,Rosaceae,Rubus,multispinus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus mundus,Magnoliopsida,Rosales,Rosaceae,Rubus,mundus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus navus,Magnoliopsida,Rosales,Rosaceae,Rubus,navus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus nefrens,Magnoliopsida,Rosales,Rosaceae,Rubus,nefrens,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus neomexicanus,Magnoliopsida,Rosales,Rosaceae,Rubus,neomexicanus,Rubus exrubicundus. Oreobatus deliciosus ssp. neomexicanus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus nigerrimus,Magnoliopsida,Rosales,Rosaceae,Rubus,nigerrimus,Rubus leucodermis var. nigerrimus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus niveus,Magnoliopsida,Rosales,Rosaceae,Rubus,niveus,Rubus albescens,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus notatus,Magnoliopsida,Rosales,Rosaceae,Rubus,notatus,Rubus notatus var. ortus. Rubus notatus var. boreus. Rubus boottianus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus novanglicus,Magnoliopsida,Rosales,Rosaceae,Rubus,novanglicus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus noveboracus,Magnoliopsida,Rosales,Rosaceae,Rubus,noveboracus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus novocaesarius,Magnoliopsida,Rosales,Rosaceae,Rubus,novocaesarius,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus obsessus,Magnoliopsida,Rosales,Rosaceae,Rubus,obsessus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus obvius,Magnoliopsida,Rosales,Rosaceae,Rubus,obvius,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus occidentalis,Magnoliopsida,Rosales,Rosaceae,Rubus,occidentalis,Rubus occidentalis var. pallidus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus odoratus,Magnoliopsida,Rosales,Rosaceae,Rubus,odoratus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus oklahomus,Magnoliopsida,Rosales,Rosaceae,Rubus,oklahomus,Rubus summotus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus originalis,Magnoliopsida,Rosales,Rosaceae,Rubus,originalis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus ortivus,Magnoliopsida,Rosales,Rosaceae,Rubus,ortivus,Rubus vermontanus var. ortivus. Rubus perinvisus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus ostryifolius,Magnoliopsida,Rosales,Rosaceae,Rubus,ostryifolius,Rubus fatuus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus paganus,Magnoliopsida,Rosales,Rosaceae,Rubus,paganus,Rubus vagulus. Rubus zapulutus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus paludivagus,Magnoliopsida,Rosales,Rosaceae,Rubus,paludivagus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus paracaulis,Magnoliopsida,Rosales,Rosaceae,Rubus,x paracaulis,Rubus pubescens var. paracaulis,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus parcifrondifer,Magnoliopsida,Rosales,Rosaceae,Rubus,parcifrondifer,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus parlinii,Magnoliopsida,Rosales,Rosaceae,Rubus,parlinii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus particeps,Magnoliopsida,Rosales,Rosaceae,Rubus,particeps,Rubus eflagellaris,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus particularis,Magnoliopsida,Rosales,Rosaceae,Rubus,particularis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus parviflorus,Magnoliopsida,Rosales,Rosaceae,Rubus,parviflorus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Rubus parvifolius,Magnoliopsida,Rosales,Rosaceae,Rubus,parvifolius,Rubus triphyllus,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
